0.48880,0.10972,0.13536
0.74829,0.18182,0.31190
0.48269,0.37994,0.42668
0.76744,0.41181,0.41263
0.59536,0.10917,0.32481
0.64470,0.33107,-0.40580
0.70636,0.10066,-0.13895
0.60737,0.30619,-0.46449
0.51872,0.35592,0.04636
0.47509,0.49425,0.29614
0.43230,0.20364,-0.44886
0.69538,0.42100,-0.31133
0.57652,0.44819,-0.13452
0.46332,0.46910,-0.25571
0.75197,0.10089,0.29509
0.50963,0.28780,-0.14791
0.56569,0.49259,0.13888
0.51843,0.25958,-0.00658
0.65152,0.42549,0.08350
0.63194,0.31858,0.43930
0.63997,0.40834,0.44354
0.50633,0.29397,-0.38831
0.51387,0.11164,0.34355
0.50144,0.13461,-0.15397
0.53103,0.14458,-0.39917
0.45767,0.20050,-0.11659
0.46625,0.48597,0.01035
0.78557,0.35271,0.46110
0.78409,0.42666,-0.12849
0.47537,0.32643,-0.48763
