0.74937,0.11149,0.09575
0.78742,0.24067,0.16198
0.74768,0.25238,0.01058
0.61234,0.40566,-0.02911
0.49309,0.47552,-0.49113
0.40456,0.22788,-0.43210
0.57219,0.27299,-0.06518
0.56094,0.20806,-0.06851
0.60907,0.42042,-0.31412
0.59136,0.35530,0.02971
0.62214,0.12748,0.09909
0.61735,0.34146,0.22092
0.70436,0.41823,-0.19360
0.68495,0.11280,-0.09560
0.64787,0.28218,0.32278
0.57044,0.41607,0.08713
0.51563,0.49544,0.20652
0.78954,0.33359,0.01058
0.53351,0.11556,0.33006
0.48752,0.27857,0.22068
0.42632,0.17527,0.36626
0.79315,0.35082,-0.29659
0.45114,0.18613,-0.20147
0.52885,0.16039,-0.02420
0.42838,0.31446,-0.00640
0.48991,0.14015,0.10768
0.55745,0.39246,0.31894
0.75846,0.47586,0.02772
0.53818,0.47733,0.43920
0.79390,0.24990,0.22338
