1.15399,0.90078
0.53889,0.30545
1.32449,0.79488
1.15298,-0.99232
1.13055,-0.62093
0.99550,0.07220
0.80697,-0.43013
1.42891,-1.36296
0.94948,1.44946
0.90024,-0.17594
1.43170,0.01200
1.29371,-0.52938
0.70187,-0.72077
1.27037,-0.33933
0.77666,0.99605
1.67800,0.71024
1.78096,-0.36237
1.24136,-1.46095
1.76984,0.89221
0.61947,-0.69183
1.25787,0.24805
0.59793,-1.42335
1.14218,0.48661
0.64480,-0.33743
0.69074,-0.00878
1.39512,-0.25528
0.83902,-0.44738
0.66042,0.15293
0.83046,1.41873
1.02474,-1.16167
1.20168,-0.56022
0.80261,-1.37461
1.46061,0.71520
1.22460,0.47254
1.25786,-0.85609
1.08034,-0.24974
1.69046,0.43153
1.37001,0.48444
0.74345,-0.98857
1.55113,1.14496
1.94683,0.83402
1.25001,-1.09814
1.83428,1.10675
1.01242,0.74633
1.35072,0.89576
1.14132,0.13004
1.15512,-0.83749
1.66484,1.25538
1.30341,0.27625
1.93061,-0.46129
1.31631,-0.70866
0.62314,1.24175
1.04951,-0.24079
1.77628,0.12057
1.10941,0.32533
0.54080,0.97875
0.87077,0.37069
0.60072,-0.96986
1.99078,0.27377
1.95587,-0.03220
