0.62032,0.49040,-0.12640
0.68326,0.36895,0.16813
0.51636,0.46113,-0.16015
0.60433,0.43830,0.07279
0.75718,0.25120,-0.17419
0.75852,0.13689,-0.05485
0.45023,0.36136,-0.43847
0.48290,0.32314,-0.25732
0.42059,0.24463,0.47160
0.57632,0.19002,-0.26942
0.41195,0.26261,0.19148
0.58273,0.28758,0.15048
0.65966,0.20769,0.22394
0.51139,0.21672,-0.02491
0.67050,0.28307,0.09666
0.63635,0.44421,-0.43303
0.40959,0.33450,-0.42744
0.62354,0.21340,-0.30102
0.50370,0.21119,-0.34814
0.56604,0.28185,-0.39990
0.51341,0.18216,-0.37071
0.67726,0.18055,0.05328
0.57618,0.30561,-0.31219
0.46275,0.13489,0.45210
0.61786,0.29343,0.18161
0.71213,0.24487,0.04102
0.52255,0.38307,0.20718
0.48878,0.39870,-0.23611
0.55519,0.37644,0.42673
0.77455,0.37567,0.33919
