0.27428,0.77062,0.91538,0.96241,0.98168,0.99116,0.99576,0.99820,0.99944,0.99994
0.01384,0.12909,0.34354,0.57004,0.74626,0.86709,0.93537,0.97345,0.99233,0.99927
0.01463,0.11581,0.29579,0.49779,0.67417,0.81200,0.90016,0.95511,0.98556,0.99834
0.00384,0.01809,0.04083,0.07312,0.11807,0.18514,0.27827,0.41678,0.62278,0.88755
0.01216,0.03317,0.05604,0.08167,0.11171,0.15098,0.20092,0.27361,0.39464,0.64497
0.26013,0.39625,0.47824,0.53968,0.59147,0.64130,0.68826,0.73849,0.79773,0.88041
0.04857,0.16909,0.29902,0.42394,0.54012,0.65210,0.74946,0.83768,0.91538,0.97734
0.12435,0.34980,0.52323,0.64982,0.74431,0.82035,0.87750,0.92374,0.96110,0.98943
0.00318,0.01480,0.03330,0.05968,0.09679,0.15323,0.23404,0.36021,0.56341,0.85874
0.01167,0.04881,0.10127,0.16748,0.24847,0.35205,0.47172,0.61451,0.77780,0.93834
0.27127,0.65039,0.81486,0.89249,0.93464,0.96099,0.97698,0.98766,0.99475,0.99894
0.01033,0.04855,0.10660,0.18243,0.27620,0.39488,0.52740,0.67605,0.82994,0.95979
0.00067,0.00487,0.01393,0.02992,0.05684,0.10533,0.18699,0.33438,0.59191,0.91317
0.29539,0.73573,0.88465,0.94180,0.96844,0.98311,0.99102,0.99572,0.99844,0.99977
0.02024,0.10396,0.22609,0.36585,0.50830,0.64941,0.76847,0.86763,0.94287,0.98932
0.00646,0.02506,0.05092,0.08448,0.12807,0.18948,0.27118,0.39022,0.57187,0.84083
0.00623,0.01898,0.03415,0.05226,0.07468,0.10565,0.14741,0.21238,0.33014,0.60333
0.00135,0.01421,0.04866,0.11510,0.22450,0.39183,0.58913,0.78477,0.92827,0.99280
0.35667,0.64975,0.77978,0.85078,0.89557,0.92806,0.95099,0.96899,0.98351,0.99501
0.09891,0.22974,0.33743,0.43032,0.51433,0.59755,0.67550,0.75536,0.84056,0.93475
0.30817,0.47851,0.57462,0.64239,0.69636,0.74541,0.78894,0.83251,0.87978,0.93779
0.00084,0.00899,0.03145,0.07673,0.15682,0.29389,0.48225,0.70448,0.89512,0.98930
0.26306,0.45136,0.56260,0.64130,0.70334,0.75869,0.80655,0.85284,0.90060,0.95430
0.24206,0.51132,0.66383,0.75922,0.82485,0.87552,0.91308,0.94374,0.96938,0.99045
0.13065,0.23807,0.31614,0.38157,0.44140,0.50298,0.56447,0.63367,0.71905,0.84180
0.31953,0.56329,0.68897,0.76742,0.82279,0.86726,0.90190,0.93195,0.95921,0.98476
0.01107,0.04006,0.07785,0.12424,0.18124,0.25672,0.35019,0.47524,0.64687,0.87230
0.00007,0.00065,0.00215,0.00515,0.01086,0.02278,0.04713,0.10634,0.28145,0.78393
0.00498,0.01683,0.03199,0.05092,0.07518,0.10965,0.15724,0.23250,0.36900,0.66651
0.01044,0.10291,0.29151,0.51326,0.70260,0.84109,0.92223,0.96814,0.99091,0.99916
