0.61953,0.20582,-0.34103
0.68608,0.40969,-0.38962
0.64111,0.28246,0.15633
0.61795,0.32737,-0.36182
0.56946,0.10752,-0.30342
0.65836,0.34705,-0.13127
0.57503,0.34484,0.32099
0.75671,0.34677,-0.40290
0.78547,0.47750,0.33794
0.55338,0.37273,-0.40390
0.71669,0.24380,0.47646
0.61156,0.27481,-0.03135
0.62722,0.37905,0.47676
0.77024,0.12409,0.10485
0.42841,0.36671,0.23926
0.43485,0.36826,-0.46081
0.40809,0.18415,-0.21719
0.73305,0.15157,-0.37980
0.71126,0.22617,-0.20386
0.74800,0.24548,-0.38127
0.79145,0.32808,-0.18202
0.71966,0.27544,-0.08574
0.58459,0.49535,-0.43585
0.71221,0.14082,0.19247
0.44731,0.18355,0.06660
0.65597,0.16452,-0.23461
0.45734,0.36124,0.02325
0.77787,0.20132,-0.40606
0.60874,0.28652,0.07595
0.56586,0.19777,0.42930
