1.83929,1.15579
0.99797,1.42966
1.73184,1.01073
0.56254,-0.95753
0.66149,0.35523
1.39258,-0.07167
1.29473,-0.28753
1.12821,0.72565
1.00311,0.97780
1.43378,0.54969
1.15721,-1.08219
1.60382,0.60848
1.27705,-1.32349
1.36829,-0.92200
1.46803,1.27438
1.98534,-0.28469
1.72979,-1.05513
1.11980,0.54686
1.81440,-1.00953
1.73564,0.44468
0.58171,-0.74516
1.57796,-1.37587
1.70326,1.37617
1.60461,-1.30134
1.56370,0.03882
1.31141,-0.47611
0.68724,0.48003
1.93647,1.03328
1.10488,0.31160
0.82543,0.26164
1.57591,-1.14890
1.99131,0.63135
0.88342,-0.88643
1.50696,-0.02890
1.39851,-1.39017
1.57600,-0.55379
1.90602,1.08909
1.02771,0.17540
0.88045,0.14012
1.10371,-0.39653
1.61977,0.98447
1.58611,-0.67095
1.10916,-1.12302
1.98407,0.18834
1.17575,-0.69798
1.06071,0.82510
1.56444,-0.96178
0.62369,0.84977
1.09756,0.32399
1.65632,-1.37475
1.64713,0.18383
0.92579,0.50441
0.78431,1.31518
1.20688,0.85802
1.00221,0.75129
1.60210,-0.00885
0.78366,-1.37180
0.99666,0.95060
1.76634,-1.45913
1.42254,0.15012
