0.75714,0.38691,0.38526
0.53279,0.49768,0.47655
0.72849,0.20225,0.33691
0.41668,0.36852,-0.31918
0.44306,0.33960,0.11841
0.63802,0.38693,-0.02389
0.61193,0.47494,-0.09584
0.56752,0.24072,0.24188
0.53416,0.20145,0.32593
0.64901,0.26099,0.18323
0.57526,0.39860,-0.36073
0.69435,0.38963,0.20283
0.60721,0.26244,-0.44116
0.63154,0.49575,-0.30733
0.65814,0.28020,0.42479
0.79609,0.24952,-0.09490
0.72794,0.38385,-0.35171
0.56528,0.13298,0.18229
0.75051,0.25935,-0.33651
0.72950,0.40835,0.14823
0.42179,0.40590,-0.24839
0.68745,0.21354,-0.45862
0.72087,0.17582,0.45872
0.69456,0.28850,-0.43378
0.68365,0.23392,0.01294
0.61637,0.39389,-0.15870
0.44993,0.17564,0.16001
0.78306,0.23244,0.34443
0.56130,0.43769,0.10387
0.48678,0.34601,0.08721
