0.17180,0.41545,0.45603,0.46180,0.46220,0.46769,0.48714,0.53925,0.67854,0.97767
0.41898,0.42726,0.46439,0.52678,0.61130,0.72266,0.84324,0.95098,0.99783,1.00000
0.38554,0.40375,0.40665,0.41887,0.44220,0.48232,0.54360,0.64447,0.81463,0.99451
0.35829,0.44962,0.45212,0.45662,0.47290,0.50906,0.57256,0.68578,0.87345,0.99966
0.33940,0.43565,0.44210,0.44265,0.44767,0.46270,0.49335,0.55603,0.69469,0.96788
0.13955,0.42514,0.45959,0.46125,0.46668,0.49158,0.55079,0.67733,0.90102,1.00000
0.02323,0.10494,0.21592,0.34064,0.46975,0.60303,0.72260,0.83013,0.91986,0.98263
0.01698,0.10125,0.23510,0.39169,0.54827,0.69584,0.81176,0.90034,0.96101,0.99382
0.00540,0.01961,0.03863,0.06295,0.09450,0.13950,0.20119,0.29631,0.45824,0.75690
0.11146,0.44643,0.68585,0.81975,0.89507,0.94118,0.96776,0.98426,0.99413,0.99908
0.00114,0.00924,0.02784,0.06145,0.11740,0.21275,0.35443,0.55659,0.79407,0.96913
0.00842,0.03482,0.07256,0.12158,0.18414,0.26903,0.37506,0.51498,0.69723,0.90727
0.00006,0.00058,0.00198,0.00490,0.01063,0.02289,0.04861,0.11258,0.30359,0.81397
0.26696,0.74050,0.89571,0.95084,0.97487,0.98731,0.99363,0.99716,0.99906,0.99988
0.00068,0.00734,0.02581,0.06353,0.13184,0.25370,0.43214,0.66083,0.87467,0.98696
0.06008,0.13712,0.20554,0.27034,0.33512,0.40678,0.48264,0.57191,0.68504,0.84392
0.02878,0.12218,0.24158,0.36958,0.49723,0.62523,0.73783,0.83818,0.92221,0.98236
0.21940,0.74005,0.90766,0.96078,0.98168,0.99154,0.99611,0.99844,0.99955,0.99996
0.29599,0.71362,0.86593,0.92872,0.95964,0.97747,0.98753,0.99378,0.99759,0.99959
0.09543,0.47825,0.74461,0.87244,0.93423,0.96721,0.98394,0.99309,0.99782,0.99975
0.00017,0.00178,0.00626,0.01574,0.03430,0.07313,0.14913,0.30783,0.61146,0.94346
0.27893,0.49741,0.62068,0.70327,0.76503,0.81728,0.86003,0.89899,0.93637,0.97413
0.27890,0.52342,0.65754,0.74344,0.80482,0.85439,0.89305,0.92648,0.95658,0.98427
0.01860,0.14419,0.35170,0.56218,0.72880,0.84904,0.92169,0.96535,0.98898,0.99875
0.00486,0.04406,0.13284,0.27072,0.44218,0.62862,0.78329,0.89753,0.96679,0.99637
0.00155,0.01109,0.03129,0.06578,0.12076,0.21128,0.34318,0.53252,0.76639,0.95947
0.01027,0.03434,0.06433,0.10051,0.14488,0.20440,0.28035,0.38769,0.55036,0.80748
0.10972,0.34279,0.53028,0.66602,0.76457,0.84099,0.89597,0.93833,0.97053,0.99288
0.00081,0.00444,0.01102,0.02139,0.03749,0.06490,0.11005,0.19525,0.37715,0.76981
0.34713,0.70481,0.84214,0.90607,0.94127,0.96381,0.97790,0.98766,0.99444,0.99876
