1.12553,-1.19300
1.58049,-0.25783
0.50017,0.58320
0.95350,-0.25746
0.72013,-1.35014
0.63851,0.10769
0.77939,0.49138
1.01834,0.04467
1.09515,1.33378
1.30823,0.25967
1.12879,1.21021
1.52783,-1.08758
0.80668,-1.08217
1.81718,0.92217
0.54108,-0.30697
1.50570,-1.00394
1.12596,1.28253
1.33803,-0.45670
0.71058,0.75244
0.79715,0.67799
1.70112,1.14992
1.95239,0.37102
0.97014,0.75283
1.53848,-0.45330
1.81458,-0.69022
1.84191,1.18766
0.62757,-0.21573
0.55858,1.39452
0.75475,0.49032
1.81721,0.36509
0.64752,-1.15576
1.13166,1.34847
1.93683,-0.15026
1.29975,0.23517
1.53782,-0.27559
0.97327,-0.78892
1.52975,1.21014
1.75194,0.22104
0.52743,-1.49139
1.62522,0.35143
1.98329,-0.52007
1.62225,0.08117
0.92067,1.15783
1.68392,-0.42819
0.65484,1.22561
1.17184,0.37008
1.86289,-1.45254
0.94042,1.28831
0.93166,0.57269
0.69504,1.49197
0.52905,-0.98298
1.51825,-1.08859
0.81744,1.29779
0.89832,0.59045
1.23736,-1.30200
0.58004,0.76639
1.36118,0.76163
0.72009,1.26907
1.38396,0.63457
1.54964,-1.12719
