0.09090,0.33058,0.53723,0.68548,0.78901,0.86516,0.91673,0.95385,0.97983,0.99585
0.00108,0.00720,0.01963,0.04061,0.07443,0.13252,0.22493,0.38025,0.62891,0.91878
0.02155,0.10709,0.22905,0.36695,0.50689,0.64576,0.76375,0.86315,0.93985,0.98838
0.01295,0.06043,0.13090,0.21995,0.32552,0.45239,0.58575,0.72581,0.86110,0.96815
0.36522,0.69376,0.82510,0.89010,0.92791,0.95339,0.97016,0.98240,0.99147,0.99782
0.00548,0.03143,0.07732,0.14428,0.23490,0.35857,0.50443,0.67192,0.84101,0.96889
0.01692,0.06499,0.12795,0.20281,0.28967,0.39528,0.51165,0.64498,0.79316,0.93934
0.00150,0.01362,0.04330,0.09792,0.18682,0.32717,0.50718,0.71166,0.88999,0.98673
0.00004,0.00042,0.00147,0.00371,0.00816,0.01788,0.03871,0.09227,0.26320,0.78899
0.01538,0.05410,0.10278,0.16044,0.22859,0.31483,0.41606,0.54309,0.70419,0.89707
0.02289,0.15224,0.34821,0.54398,0.70368,0.82541,0.90396,0.95458,0.98426,0.99792
0.03266,0.13856,0.27055,0.40705,0.53780,0.66356,0.76974,0.86087,0.93450,0.98550
0.00478,0.02396,0.05552,0.10063,0.16266,0.25219,0.36928,0.52704,0.72745,0.93174
0.21109,0.72330,0.89851,0.95605,0.97917,0.99025,0.99546,0.99815,0.99945,0.99994
0.09114,0.17255,0.23581,0.29171,0.34533,0.40320,0.46390,0.53595,0.63085,0.78040
0.08289,0.16213,0.22530,0.28194,0.33681,0.39647,0.45937,0.53428,0.63292,0.78684
0.31510,0.46599,0.55140,0.61272,0.66265,0.70920,0.75173,0.79581,0.84591,0.91238
0.13779,0.56885,0.80329,0.90374,0.95041,0.97507,0.98763,0.99458,0.99824,0.99979
0.03442,0.21055,0.43916,0.63391,0.77369,0.87096,0.93020,0.96718,0.98857,0.99846
0.01706,0.13293,0.32977,0.53742,0.70815,0.83519,0.91367,0.96152,0.98768,0.99859
0.00151,0.01603,0.05491,0.12910,0.24862,0.42481,0.62242,0.80792,0.93749,0.99384
0.01138,0.08214,0.21144,0.37573,0.54621,0.70651,0.82801,0.91530,0.97004,0.99604
0.00154,0.00645,0.01384,0.02415,0.03869,0.06144,0.09623,0.15811,0.28861,0.63108
0.17905,0.62101,0.82824,0.91439,0.95479,0.97661,0.98803,0.99456,0.99815,0.99975
0.27160,0.45789,0.56679,0.64364,0.70424,0.75841,0.80539,0.85104,0.89848,0.95249
0.14532,0.49756,0.71775,0.83593,0.90237,0.94372,0.96817,0.98386,0.99365,0.99890
0.06530,0.14207,0.20812,0.26974,0.33088,0.39832,0.46985,0.55469,0.66408,0.82413
0.03820,0.28657,0.58086,0.77535,0.88298,0.94284,0.97302,0.98899,0.99678,0.99968
0.02786,0.11879,0.23591,0.36247,0.48968,0.61824,0.73213,0.83425,0.92017,0.98189
0.13737,0.38152,0.56014,0.68477,0.77444,0.84440,0.89558,0.93603,0.96795,0.99153
