1.32322,-1.02309
1.57278,-1.16887
1.40415,0.46899
1.31732,-1.08545
1.13548,-0.91025
1.46884,-0.39382
1.15638,0.96298
1.83766,-1.20870
1.94549,1.01383
1.07516,-1.21170
1.68759,1.42938
1.29334,-0.09405
1.35207,1.43028
1.88839,0.31454
0.60655,0.71779
0.63069,-1.38244
0.53033,-0.65158
1.74893,-1.13941
1.66724,-0.61158
1.80502,-1.14382
1.96793,-0.54605
1.69874,-0.25721
1.19222,-1.30756
1.67079,0.57742
0.67741,0.19980
1.45988,-0.70383
0.71503,0.06974
1.91700,-1.21818
1.28277,0.22784
1.12199,1.28789
0.89683,-0.54429
1.66135,0.50223
1.18423,-1.10461
1.35265,0.64898
0.52818,-0.63178
1.42645,-0.95043
1.41814,0.25954
1.42540,-1.43968
1.91562,0.98682
1.52273,-1.48591
1.03926,0.53345
1.15555,-0.68998
1.54645,0.70558
0.59034,1.38657
1.50015,-0.75374
1.50596,0.22847
0.81557,0.27613
0.69339,0.21676
0.97314,-0.83076
1.04557,1.35825
1.35530,-0.15862
1.15790,1.03923
1.98256,0.59844
0.65307,-0.60769
0.81332,0.94139
0.74196,-0.31048
1.47966,1.14331
0.87994,0.24382
1.19947,1.14521
0.86664,0.57759
