0.40415,0.35982,-0.01550
0.60075,0.44433,0.19774
0.59831,0.48834,0.30116
0.45353,0.17422,-0.23323
0.45684,0.19725,0.40948
0.48742,0.44936,-0.47713
0.56740,0.46251,-0.12488
0.49924,0.40331,-0.30037
0.43362,0.23876,-0.15719
0.53820,0.28541,-0.05589
0.46671,0.34422,-0.00186
0.75142,0.29851,-0.08565
0.78039,0.29119,-0.28574
0.41550,0.27422,-0.28336
0.67964,0.44816,-0.26769
0.62910,0.17494,0.22909
0.75920,0.37507,-0.08408
0.66676,0.38141,0.08390
0.61914,0.47008,-0.00566
0.68097,0.11578,-0.06995
0.55459,0.35885,0.23477
0.67778,0.35522,0.05622
0.72995,0.28468,-0.19737
0.58627,0.12122,0.47080
0.77621,0.11543,-0.27516
0.72150,0.16781,-0.36123
0.79334,0.41782,0.11493
0.46785,0.16504,-0.00807
0.60843,0.15550,-0.31685
0.77821,0.24117,-0.39069
