0.29652,0.43363,0.43776,0.44398,0.46750,0.52055,0.61342,0.76888,0.95701,1.00000
0.33333,0.40508,0.40669,0.41173,0.42795,0.46276,0.52342,0.63336,0.82923,0.99873
0.36365,0.45286,0.45522,0.47343,0.51686,0.59790,0.71937,0.87932,0.99191,1.00000
0.39714,0.43806,0.44734,0.48227,0.54631,0.65006,0.78548,0.92965,0.99771,1.00000
0.35081,0.36010,0.39096,0.43693,0.49760,0.58079,0.68442,0.81546,0.95109,0.99992
0.18252,0.38814,0.41067,0.41165,0.41600,0.43473,0.47884,0.57642,0.78793,0.99909
0.26520,0.42794,0.44737,0.44875,0.45021,0.45898,0.48186,0.53540,0.66748,0.96336
0.30729,0.44269,0.45018,0.45174,0.46225,0.49057,0.54546,0.65127,0.84551,0.99945
0.27191,0.43541,0.45370,0.45477,0.45678,0.46721,0.49319,0.55242,0.69406,0.97564
0.13773,0.40450,0.44248,0.44548,0.44775,0.46284,0.50334,0.59837,0.80823,0.99959
0.38205,0.46065,0.46215,0.47262,0.50033,0.55481,0.64253,0.78093,0.94988,1.00000
0.41520,0.42302,0.45676,0.51160,0.58541,0.68441,0.79828,0.91673,0.99165,1.00000
0.00326,0.01913,0.04828,0.09307,0.15804,0.25560,0.38578,0.55958,0.76774,0.95176
0.01461,0.06929,0.15007,0.25016,0.36532,0.49826,0.63145,0.76400,0.88476,0.97471
0.01526,0.05172,0.09661,0.14940,0.21182,0.29137,0.38617,0.50818,0.66953,0.87698
0.18927,0.39084,0.52431,0.62152,0.69799,0.76485,0.82071,0.87213,0.92136,0.96988
0.00341,0.01287,0.02602,0.04334,0.06651,0.10076,0.14982,0.23010,0.37969,0.70028
0.00361,0.01524,0.03258,0.05635,0.08889,0.13749,0.20664,0.31595,0.50124,0.81115
0.02409,0.06846,0.11643,0.16848,0.22659,0.29758,0.37987,0.48504,0.62809,0.83410
0.06518,0.17778,0.28380,0.38240,0.47582,0.57096,0.66114,0.75300,0.84819,0.94543
0.00383,0.01587,0.03353,0.05752,0.09012,0.13846,0.20685,0.31449,0.49682,0.80525
0.00055,0.00477,0.01501,0.03451,0.06910,0.13354,0.24244,0.42875,0.70473,0.95397
0.00557,0.02876,0.06732,0.12217,0.19635,0.30017,0.42955,0.59216,0.77971,0.94926
0.00924,0.02771,0.04926,0.07449,0.10507,0.14621,0.19986,0.27954,0.41361,0.68302
0.03483,0.09840,0.16483,0.23393,0.30743,0.39221,0.48403,0.59208,0.72411,0.88812
0.06489,0.22420,0.38276,0.52117,0.63807,0.74062,0.82222,0.89032,0.94571,0.98640
0.06950,0.16533,0.25030,0.32908,0.40549,0.48677,0.56876,0.65958,0.76557,0.89650
0.24658,0.46286,0.59129,0.67942,0.74618,0.80307,0.84977,0.89232,0.93294,0.97343
0.14905,0.44821,0.64867,0.77175,0.85028,0.90511,0.94125,0.96704,0.98523,0.99678
0.07035,0.13944,0.19585,0.24748,0.29844,0.35495,0.41582,0.49008,0.59094,0.75570
0.00457,0.01973,0.04254,0.07374,0.11602,0.17789,0.26294,0.38996,0.58519,0.86094
0.00376,0.01311,0.02541,0.04108,0.06153,0.09120,0.13315,0.20152,0.33118,0.63561
0.00062,0.00406,0.01105,0.02296,0.04255,0.07752,0.13712,0.25047,0.47817,0.85783
0.00591,0.04033,0.10689,0.20559,0.33388,0.49258,0.65279,0.80258,0.92049,0.98793
0.21341,0.63419,0.82388,0.90673,0.94791,0.97148,0.98456,0.99251,0.99721,0.99956
0.01185,0.07093,0.17055,0.29909,0.44378,0.59867,0.73608,0.85268,0.93972,0.99003
0.00435,0.01547,0.03024,0.04911,0.07374,0.10929,0.15905,0.23856,0.38330,0.69090
0.00133,0.00810,0.02108,0.04217,0.07516,0.13044,0.21684,0.36144,0.59900,0.90154
0.05250,0.15787,0.26466,0.36790,0.46774,0.57022,0.66702,0.76412,0.86149,0.95463
0.02443,0.11437,0.23707,0.37243,0.50818,0.64274,0.75801,0.85678,0.93504,0.98671
0.18456,0.42742,0.58572,0.69359,0.77212,0.83531,0.88362,0.92398,0.95837,0.98700
0.18065,0.47439,0.65742,0.76989,0.84345,0.89665,0.93320,0.96056,0.98106,0.99531
0.38841,0.56486,0.65555,0.71616,0.76263,0.80357,0.83895,0.87351,0.91011,0.95391
0.01379,0.03815,0.06482,0.09468,0.12951,0.17468,0.23142,0.31238,0.44254,0.69253
0.00078,0.00822,0.02850,0.06931,0.14201,0.26893,0.44981,0.67487,0.88025,0.98735
0.27907,0.51797,0.64984,0.73516,0.79675,0.84699,0.88659,0.92121,0.95282,0.98247
0.02088,0.12001,0.26909,0.43351,0.58895,0.72846,0.83397,0.91259,0.96573,0.99448
0.27957,0.69732,0.85667,0.92346,0.95658,0.97574,0.98657,0.99330,0.99741,0.99956
0.09001,0.40147,0.65139,0.79900,0.88361,0.93548,0.96515,0.98331,0.99394,0.99910
0.00674,0.02848,0.06030,0.10258,0.15787,0.23516,0.33522,0.47316,0.66282,0.89469
0.00561,0.02948,0.06960,0.12687,0.20428,0.31204,0.44487,0.60888,0.79311,0.95380
0.15426,0.27352,0.35688,0.42480,0.48547,0.54658,0.60632,0.67209,0.75130,0.86180
0.25138,0.41183,0.50923,0.58096,0.63994,0.69499,0.74497,0.79604,0.85259,0.92343
0.04889,0.11874,0.18413,0.24814,0.31372,0.38770,0.46724,0.56189,0.68236,0.84921
0.02115,0.04944,0.07684,0.10530,0.13673,0.17570,0.22291,0.28856,0.39359,0.60974
0.15469,0.28627,0.37905,0.45411,0.52028,0.58575,0.64833,0.71528,0.79268,0.89340
0.37296,0.57885,0.68273,0.74963,0.79896,0.84063,0.87501,0.90690,0.93846,0.97241
0.28668,0.66678,0.82531,0.89897,0.93868,0.96342,0.97841,0.98842,0.99506,0.99900
0.34614,0.57627,0.69264,0.76577,0.81810,0.86086,0.89486,0.92508,0.95340,0.98133
0.00004,0.00038,0.00133,0.00333,0.00729,0.01587,0.03421,0.08146,0.23557,0.75953
