1.95054,1.21400
1.32085,-0.28552
1.95903,-0.50648
1.57222,0.21642
1.54659,1.03633
0.82413,1.08304
1.96441,0.28706
0.50935,-1.24602
0.87947,0.29180
1.15219,-0.76364
1.66907,0.69778
0.79653,1.18395
1.79449,0.04420
1.97510,0.31069
0.74576,-1.30480
1.39600,0.12022
0.51348,-1.11244
1.07986,0.34369
0.56624,-0.40905
1.93498,0.80327
1.15422,-1.35440
1.92347,-1.17055
1.67946,0.55207
1.79943,0.04396
0.75975,0.21492
0.61242,1.03112
1.40111,-0.03679
0.75196,0.93043
1.60007,0.03073
1.11267,1.28016
1.29186,0.50078
1.90636,-1.05382
1.28254,-0.40634
0.66229,1.09732
0.73734,-0.44914
1.31780,-0.93292
1.28661,-0.08214
1.45642,-0.32166
1.10224,0.35679
1.47471,-0.18970
1.09535,-0.71723
1.43587,-0.26258
1.65111,-0.24290
0.76846,1.20727
1.06336,1.43885
1.25380,0.37071
1.53000,-1.25045
0.88052,0.69900
1.33211,0.53606
1.43740,0.97807
1.84325,-0.45765
1.04428,-1.32336
1.45634,0.33547
0.78717,-1.12796
1.24669,0.77859
0.77367,0.88327
1.87757,-0.27412
1.14773,1.33139
1.74528,-0.97866
1.12516,1.32776
